"Bin","BinRA","TopTaxonID","TopTaxonRAinBin","TopTaxon.Kingdom","TopTaxon.Phylum","TopTaxon.Class","TopTaxon.Order","TopTaxon.Family","TopTaxon.Genus","Kingdom.maxNamed","Kingdom.maxNamed.Percent","Phylum.maxNamed","Phylum.maxNamed.Percent","Class.maxNamed","Class.maxNamed.Percent","Order.maxNamed","Order.maxNamed.Percent","Family.maxNamed","Family.maxNamed.Percent","Genus.maxNamed","Genus.maxNamed.Percent"
"Bin11",0.00110128974840192,"4f5cc2bb67317fc349e29ed39aaae047fd1046cb",0.893976044580258,"Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Bacteria",1,"Patescibacteria",1,"Gracilibacteria",1,"Gracilibacteria",0.893976044580258,"Gracilibacteria",0.893976044580258,"Gracilibacteria",0.893976044580258
"Bin12",0.00635271217150621,"61fab57d8f2e06a06717214c3a80a9cf792e34f2",0.99010074769119,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade","Bacteria",1,"Chloroflexi",1,"Dehalococcoidia",1,"SAR202_clade",0.99010074769119,"SAR202_clade",0.99010074769119,"SAR202_clade",0.99010074769119
"Bin13",2.25301016724679e-05,"6ac620b41af138b90274c52b58afd87f71aa3d17",0.968136153376113,"Bacteria","Chloroflexi","SHA-26","SHA-26","SHA-26","SHA-26","Bacteria",1,"Chloroflexi",1,"SHA-26",0.968136153376113,"SHA-26",0.968136153376113,"SHA-26",0.968136153376113,"SHA-26",0.968136153376113
"Bin14",0.000273390423573285,"b024f930acd855b441e9ef5c9f76a47428167b7f",0.718764792963423,"Bacteria","Chloroflexi","TK17","TK17","TK17","TK17","Bacteria",1,"Chloroflexi",1,"TK17",0.718764792963423,"TK17",0.718764792963423,"TK17",0.718764792963423,"TK17",0.718764792963423
"Bin15",0.00133298789523409,"5808efdd5e2631b0a487c1598ec62b5def2f2e19",0.997096406771291,"Bacteria","Chloroflexi","TK10","TK10","TK10","TK10","Bacteria",1,"Chloroflexi",1,"TK10",0.997096406771291,"TK10",0.997096406771291,"TK10",0.997096406771291,"TK10",0.997096406771291
"Bin16",6.04740422375545e-05,"f84b94653bcfcd6296287b5fdb3fc82fb43aa237",0.968501570225422,"Bacteria","Chloroflexi","TK30","TK30","TK30","TK30","Bacteria",1,"Chloroflexi",1,"TK30",0.968501570225422,"TK30",0.968501570225422,"TK30",0.968501570225422,"TK30",0.968501570225422
"Bin17",0.000133811301873214,"953cf28804ef15a2d68c1b1ccba4db02f3eab546",0.840394004380047,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Uncultured_Roseiflexaceae","Bacteria",1,"Chloroflexi",1,"Chloroflexia",1,"Chloroflexales",0.99012608565823,"Roseiflexaceae",0.840394004380047,"Uncultured_Roseiflexaceae",0.840394004380047
"Bin18",1.97116361993692e-05,"97ec127880624cc0943c71eb42eddc4e2d963297",0.845383723332683,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","AKYG1722","AKYG1722","Bacteria",1,"Chloroflexi",1,"Chloroflexia",0.942018896249756,"Thermomicrobiales",0.942018896249756,"AKYG1722",0.845383723332683,"AKYG1722",0.845383723332683
"Bin19",2.34322279281035e-06,"a5be41369697a57e290c0f6e76ca04f7462928d6",0.600061979510019,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Ktedonobacter","Bacteria",1,"Chloroflexi",1,"Ktedonobacteria",1,"Ktedonobacterales",1,"Ktedonobacteraceae",1,"Ktedonobacter",0.600061979510019
"Bin20",9.54659026495258e-05,"542d0f3a2b086d3f49c78f76b0c1a0a6246db584",0.962216392662997,"Bacteria","Chloroflexi","KD4-96","KD4-96","KD4-96","KD4-96","Bacteria",1,"Chloroflexi",1,"KD4-96",0.962216392662997,"KD4-96",0.962216392662997,"KD4-96",0.962216392662997,"KD4-96",0.962216392662997
"Bin21",0.000209192168023603,"83540c45fc68f4bd78d6b527f819eec69fffa2c5",0.553953494814075,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","Bacteria",1,"Chloroflexi",0.572927269185523,"Anaerolineae",0.572927269185523,"SBR1031",0.553953494814075,"SBR1031",0.553953494814075,"SBR1031",0.553953494814075
"Bin22",0.0124004458597075,"6c51ee9f2556ad2e60954472a91a7ae9dbb33bbf",0.513767945418334,"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","Uncultured_Ardenticatenales","Bacteria",1,"Chloroflexi",1,"Anaerolineae",1,"Ardenticatenales",0.513767945418334,"uncultured",0.513767945418334,"Uncultured_Ardenticatenales",0.513767945418334
"Bin23",0.00126844296778585,"a9f96f1a33e7bb9ba4a451613ad6263b3c0b0f19",0.993152909575479,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Uncultured_Caldilineaceae","Bacteria",1,"Chloroflexi",1,"Anaerolineae",1,"Caldilineales",0.993152909575479,"Caldilineaceae",0.993152909575479,"Uncultured_Caldilineaceae",0.993152909575479
