"Bin","BinRA","TopTaxonID","TopTaxonRAinBin","TopTaxon.Kingdom","TopTaxon.Phylum","TopTaxon.Class","TopTaxon.Order","TopTaxon.Family","TopTaxon.Genus","Kingdom.maxNamed","Kingdom.maxNamed.Percent","Phylum.maxNamed","Phylum.maxNamed.Percent","Class.maxNamed","Class.maxNamed.Percent","Order.maxNamed","Order.maxNamed.Percent","Family.maxNamed","Family.maxNamed.Percent","Genus.maxNamed","Genus.maxNamed.Percent"
"Bin24",9.2584603705015e-05,"f78a2d40e5630d7f359a431c681980b00162a4a8",0.858686852267108,"Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15","Bacteria",1,"Chloroflexi",1,"Anaerolineae",1,"SJA-15",0.858686852267108,"SJA-15",0.858686852267108,"SJA-15",0.858686852267108
"Bin25",2.49696486222231e-05,"b0a4071a31fe4c0d37e0764a0bed6a41c0294c7d",0.588235883569934,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonadaceae","Bacteria",1,"Armatimonadota",1,"Fimbriimonadia",0.588235883569934,"Fimbriimonadales",0.588235883569934,"Fimbriimonadaceae",0.588235883569934,"Fimbriimonadaceae",0.588235883569934
"Bin26",6.86024190912571e-05,"8f241b6d6c2f5d935ae82311fcc37e4021d3b27f",0.512072669557308,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaerales","Tepidisphaerales","Bacteria",1,"Planctomycetota",1,"Phycisphaerae",1,"Tepidisphaerales",1,"Tepidisphaerales",0.512072669557308,"Tepidisphaerales",0.512072669557308
"Bin27",0.00815240054716401,"5df5f03e7107a88b5852c36a2580240085e60ae9",0.571131824255567,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Uncultured_Phycisphaeraceae","Bacteria",1,"Planctomycetota",1,"Phycisphaerae",1,"Phycisphaerales",1,"Phycisphaeraceae",1,"Uncultured_Phycisphaeraceae",0.571131824255567
"Bin28",0.0116136715304704,"df916ec87411b821501666f68f6411cdc3db9f70",0.7755773223429,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","Bacteria",1,"Planctomycetota",1,"Phycisphaerae",1,"Phycisphaerales",1,"Phycisphaeraceae",1,"SM1A02",0.7755773223429
"Bin29",0.00126819915181332,"d33b59398138014d15498ac597368ab5d9a178e3",0.37220487528149,"Bacteria","Planctomycetota","Phycisphaerae","CCM11a","CCM11a","CCM11a","Bacteria",1,"Planctomycetota",1,"Phycisphaerae",1,"CCM11a",0.37220487528149,"CCM11a",0.37220487528149,"CCM11a",0.37220487528149
"Bin30",0.000821958229134116,"2b07acb827c246ff4ac1943608639d6746928b52",0.490715519391367,"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4","Bacteria",1,"Planctomycetota",1,"Phycisphaerae",1,"MSBL9",0.797318787228728,"SG8-4",0.490715519391367,"SG8-4",0.490715519391367
"Bin31",0.00148647909548415,"869293bc6a2ae0bfd23b3f0d186c058c206df0b6",0.916428236803988,"Bacteria","Planctomycetota","Planctomycetes","uncultured","uncultured","Uncultured_Planctomycetes","Bacteria",1,"Planctomycetota",1,"Planctomycetes",1,"uncultured",0.916428236803988,"uncultured",0.916428236803988,"Uncultured_Planctomycetes",0.916428236803988
"Bin32",0.00128633134488973,"4732bfb83ebf7c5d62e6b62c7dc7fcde64d042d4",0.91069193722426,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Uncultured_Gemmataceae","Bacteria",1,"Planctomycetota",1,"Planctomycetes",1,"Gemmatales",1,"Gemmataceae",1,"Uncultured_Gemmataceae",0.91069193722426
"Bin33",0.0367481513038615,"d0ed443981148fd5dd1d76ee77ce43ebe3c7267c",0.916204337005792,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","Bacteria",1,"Planctomycetota",1,"Planctomycetes",1,"Pirellulales",1,"Pirellulaceae",1,"Pir4_lineage",0.916204337005792
"Bin34",0.0261809445739832,"e5ac7a61118bf029d2cef600b26ab1aed9a48659",0.437721383657921,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Bacteria",1,"Planctomycetota",1,"Planctomycetes",1,"Pirellulales",1,"Pirellulaceae",1,"Rhodopirellula",0.437721383657921
"Bin35",0.00400731652407654,"14eccc5b8671e660e884cc69d5beb3e41d2866b3",0.590173149312102,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Uncultured_Rubinisphaeraceae","Bacteria",1,"Planctomycetota",1,"Planctomycetes",1,"Planctomycetales",1,"Rubinisphaeraceae",1,"Uncultured_Rubinisphaeraceae",0.590173149312102
"Bin36",0.000844336825688363,"2c849ffdd41291528c85c0b8c0fbe81f2f5601ba",0.931779024282147,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","Uncultured_Gimesiaceae","Bacteria",1,"Planctomycetota",1,"Planctomycetes",1,"Planctomycetales",1,"Gimesiaceae",1,"Uncultured_Gimesiaceae",0.931779024282147
"Bin37",0.0153884552498096,"de3d3225d3865a8e879ab7bd4f4b70d48a05b840",0.920509292726497,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","Uncultured_Planctomycetales","Bacteria",1,"Planctomycetota",1,"Planctomycetes",1,"Planctomycetales",1,"uncultured",0.920509292726497,"Uncultured_Planctomycetales",0.920509292726497
"Bin38",0.0184631295734758,"f369bd01ce66e9be571500192c61c4e89c52860d",0.92590455348755,"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","Bacteria",1,"Planctomycetota",1,"OM190",0.92590455348755,"OM190",0.92590455348755,"OM190",0.92590455348755,"OM190",0.92590455348755
"Bin39",0.00425286992823473,"4223f5af18a36deafbb34a6162fd88a3fc8e6bef",0.366041142592522,"Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage","Bacteria",1,"Planctomycetota",1,"Pla3_lineage",0.366041142592522,"Pla3_lineage",0.366041142592522,"Pla3_lineage",0.366041142592522,"Pla3_lineage",0.366041142592522
"Bin40",4.58591026550846e-06,"851aecc3a36bdb27140f4711fa54a2f870f8e44b",0.686912450288641,"Bacteria","Planctomycetota","Brocadiae","Brocadiales","Scalinduaceae","Candidatus_Scalindua","Bacteria",1,"Planctomycetota",1,"Brocadiae",1,"Brocadiales",1,"Scalinduaceae",0.686912450288641,"Candidatus_Scalindua",0.686912450288641
"Bin41",0.00047639791308383,"8bb7761e472f41322e68fc527081c84bf9c274ec",0.594656250790765,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus","Bacteria",1,"Verrucomicrobiota",1,"Omnitrophia",1,"Omnitrophales",1,"Omnitrophaceae",0.594656250790765,"Candidatus_Omnitrophus",0.594656250790765
"Bin42",1.73570425076617e-05,"894bdd2827d877010a985ddc57e145c574bd8e52",0.529079718793809,"Bacteria","Verrucomicrobiota","Chlamydiae","LD1-PA32","LD1-PA32","LD1-PA32","Bacteria",1,"Verrucomicrobiota",1,"Chlamydiae",0.529079718793809,"LD1-PA32",0.529079718793809,"LD1-PA32",0.529079718793809,"LD1-PA32",0.529079718793809
"Bin43",8.67082934765358e-06,"72910fcc298fbfd5d2c3dc566da9a9f16c35c330",0.660435016183677,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","BD2-3","BD2-3","Bacteria",1,"Verrucomicrobiota",1,"Lentisphaeria",1,"Victivallales",1,"BD2-3",0.660435016183677,"BD2-3",0.660435016183677
"Bin44",0.000531105626595819,"434300eada13fd0094731ee341b67057b66fe270",0.758261038299907,"Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera","Bacteria",1,"Verrucomicrobiota",1,"Lentisphaeria",1,"Lentisphaerales",0.758261038299907,"Lentisphaeraceae",0.758261038299907,"Lentisphaera",0.758261038299907
"Bin45",0.000176681291386772,"6f3fa2fb91e27b63b71094d91e3c8313e1f6bea1",0.395212688885228,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Arctic95B-14","Arctic95B-14","Bacteria",1,"Verrucomicrobiota",1,"Lentisphaeria",1,"Victivallales",0.395212688885228,"Arctic95B-14",0.395212688885228,"Arctic95B-14",0.395212688885228
"Bin46",0.00327833234665226,"f2d2ed6a94566626091f8283ed31b2ee8b98fc70",0.544532225104167,"Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","WCHB1-41","WCHB1-41","Bacteria",1,"Verrucomicrobiota",0.999767584592264,"Kiritimatiellae",0.999767584592264,"WCHB1-41",0.544532225104167,"WCHB1-41",0.544532225104167,"WCHB1-41",0.544532225104167
"Bin47",0.000110876104668469,"46c67124753c3da4497b530adbd57417669765db",0.770340349946677,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","01D2Z36","01D2Z36","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Chthoniobacterales",1,"01D2Z36",0.770340349946677,"01D2Z36",0.770340349946677
"Bin48",9.1136279455762e-05,"b446208808148761e59864ded38fca33fd10bf73",0.706964495957556,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","uncultured","Uncultured_Chthoniobacterales","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Chthoniobacterales",1,"uncultured",0.706964495957556,"Uncultured_Chthoniobacterales",0.706964495957556
"Bin49",0.000160069299051923,"0f95595a0d53eb1f1dc85bf7119845c83f6a07f1",0.9893142888312,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Chthoniobacterales",1,"Xiphinematobacteraceae",0.9893142888312,"Candidatus_Xiphinematobacter",0.9893142888312
"Bin50",0.0172716778072335,"938dc01e96257a7a8075a2906cd91feeece21205",0.471918920490428,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","DEV007","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Verrucomicrobiales",1,"Rubritaleaceae",0.52758657111673,"DEV007",0.471918920490428
"Bin51",0.00172531624110482,"2c3f847fa89887d8426fb68ac6ebd195ae669fd3",0.928387986336813,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Verrucomicrobiales",1,"Rubritaleaceae",1,"Rubritalea",0.928387986336813
"Bin52",0.001069721467836,"5c9d4a2179ab8713c87683b55d47d70b7e18cc7f",0.809703893228355,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","Uncultured_Methylacidiphilaceae","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Methylacidiphilales",0.809703893228355,"Methylacidiphilaceae",0.809703893228355,"Uncultured_Methylacidiphilaceae",0.809703893228355
"Bin53",0.000461567770386475,"710be621c690370efee876f9a5bcf4c36346e56d",0.786130428469979,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Pelagicoccus","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Opitutales",0.98783094090641,"Puniceicoccaceae",0.786130428469979,"Pelagicoccus",0.786130428469979
"Bin54",0.00342880632801193,"5d5f61e252d6d3c21aa014564657eea452978b1a",0.631711834868624,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Opitutales",1,"Puniceicoccaceae",1,"Lentimonas",0.631711834868624
"Bin55",0.00105986907803066,"e56998af9f909925d39f45b6a1a985233f72adeb",0.998909264065627,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Verruc-01","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Opitutales",1,"Puniceicoccaceae",1,"Verruc-01",0.998909264065627
"Bin56",0.001592731680607,"7f67df57d9892980911187828bc69f1d0718369a",0.99733601216987,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Cerasicoccus","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Opitutales",1,"Puniceicoccaceae",1,"Cerasicoccus",0.99733601216987
"Bin57",5.01746990233843e-05,"d0df3ceb05e9da8dcbabf92564490b118ea0035b",0.878514874807849,"Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Aminicenantales","Aminicenantales","Bacteria",1,"Acidobacteriota",1,"Aminicenantia",0.878514874807849,"Aminicenantales",0.878514874807849,"Aminicenantales",0.878514874807849,"Aminicenantales",0.878514874807849
"Bin58",0.000153412629162057,"37e273437ebc36cebd9da4c179ee87eca3492682",0.587905222959724,"Bacteria","Elusimicrobiota","Lineage_IIb","Lineage_IIb","Lineage_IIb","Lineage_IIb","Bacteria",1,"Elusimicrobiota",1,"Lineage_IIb",0.587905222959724,"Lineage_IIb",0.587905222959724,"Lineage_IIb",0.587905222959724,"Lineage_IIb",0.587905222959724
"Bin59",0.00137955095551344,"c9a78e5f6f4f49b453bd1b2c98ae4f4fa43fd1cc",0.969637914689988,"Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Bacteria",1,"Myxococcota",0.969637914689988,"bacteriap25",0.969637914689988,"bacteriap25",0.969637914689988,"bacteriap25",0.969637914689988,"bacteriap25",0.969637914689988
"Bin60",2.79205545025939e-05,"05aeec6e8888434b5a7789510b22dbfe66deb207",0.682952714639317,"Bacteria","Actinobacteriota","Actinobacteria","Euzebyales","Euzebyaceae","Euzebya","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Euzebyales",1,"Euzebyaceae",1,"Euzebya",0.682952714639317
"Bin61",5.86915163080613e-06,"b373b7f81b244a82e5879f51cdef3df7cd4c5eea",0.675449282549402,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Uncultured_Sporichthyaceae","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Frankiales",0.870179713019761,"Sporichthyaceae",0.675449282549402,"Uncultured_Sporichthyaceae",0.675449282549402
"Bin62",2.68501743415223e-06,"2dd445a1bf5694fb8c11295317f6716017d9831e",0.633965644143092,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Frankiales",1,"Geodermatophilaceae",1,"Blastococcus",0.633965644143092
"Bin63",1.06801606173914e-05,"162f11a9137c28776817ae63098388354b39d4e6",0.707236164133519,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Streptomycetales",1,"Streptomycetaceae",1,"Streptomyces",0.707236164133519
"Bin64",2.34658472846986e-06,"7cd5762811961fe2710062a7151feb4d80a99d2d",0.512950711007166,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Streptosporangiales",1,"Streptosporangiaceae",0.837650237002389,"Streptosporangium",0.512950711007166
"Bin65",5.8258768361858e-06,"0467a296236fb7c3f1743760dfcfe136398d9889",0.69097825641783,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Micrococcales",1,"Dermacoccaceae",0.69097825641783,"Dermacoccus",0.69097825641783
"Bin66",8.29417109289536e-06,"06b7d35ea2ec9f3c05a875d17afd54ec8068b9c6",0.695578544343408,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Micrococcales",1,"Micrococcaceae",1,"Paenarthrobacter",0.695578544343408
"Bin67",6.53155891317244e-06,"5712a8db5037a8e980210c55e1d787be590430e0",0.699312824173004,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Micrococcales",1,"Micrococcaceae",1,"Kocuria",0.699312824173004
"Bin68",5.66120597229069e-05,"df811470f587759d6164c1056381c4ae1048289c",0.522635893171143,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Micrococcales",1,"Microbacteriaceae",0.829820957151097,"Leifsonia",0.522635893171143
"Bin69",1.70220880717775e-06,"ee0be5b7939742cdcff62b7358533134f90b6663",0.776192278576836,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Hamadaea","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Micromonosporales",1,"Micromonosporaceae",1,"Hamadaea",0.776192278576836
"Bin70",6.70793195526449e-06,"f89d76ac7b03d19174d848e0d977778c61242eec",0.599725004359206,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Salinispora","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Micromonosporales",1,"Micromonosporaceae",1,"Salinispora",0.599725004359206
"Bin71",1.52386989808358e-06,"6f8fe4f5ba9a973eb78b15dce98d3e09a3710635",0.25,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Micromonosporales",1,"Micromonosporaceae",1,"Actinoplanes",0.25
"Bin72",1.63878888206616e-05,"75c5e5be4d662e09741a644cd9db83eac4459aba",0.77935818219665,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Propionibacteriales",1,"Nocardioidaceae",0.895592640060611,"Nocardioides",0.77935818219665
"Bin73",2.18526264264375e-05,"62a6d2f9daa2f17a6e0a55f9822cc84c5c23bb35",0.886835060119112,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Corynebacteriales",1,"Mycobacteriaceae",0.886835060119112,"Mycobacterium",0.886835060119112
"Bin74",5.36690489549208e-06,"82e96acb19e8cbe896be148d90dbeb441a850759",0.470461781367662,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Pseudonocardiales",0.541446358500915,"Pseudonocardiaceae",0.541446358500915,"Lechevalieria",0.470461781367662
"Bin75",8.42975983135283e-06,"5198fd443ae851e1e6955d13b34db0b408542efc",0.650236075533569,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Pseudonocardiales",1,"Pseudonocardiaceae",1,"Pseudonocardia",0.650236075533569
"Bin76",0.004684624482586,"e0bfd69f6e4d2c70256db6eb37cdd6ae3da35bc3",0.709958372313958,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","Bacteria",1,"Actinobacteriota",1,"Acidimicrobiia",1,"Microtrichales",1,"Microtrichaceae",0.999580410924877,"Sva0996_marine_group",0.709958372313958
"Bin77",0.00293550152338031,"57ad0efb4fc7c7c1dd124a1b485eb78de1c4dcdb",0.998513903406388,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter","Bacteria",1,"Actinobacteriota",1,"Acidimicrobiia",1,"Microtrichales",1,"Ilumatobacteraceae",1,"Ilumatobacter",0.998513903406388
"Bin78",0.00515848243332694,"8c634046fa95721da6d14761d0b52de11e396403",0.980439940912344,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","Uncultured_Actinomarinales","Bacteria",1,"Actinobacteriota",1,"Acidimicrobiia",0.999670992356188,"Actinomarinales",0.999670992356188,"uncultured",0.980439940912344,"Uncultured_Actinomarinales",0.980439940912344
"Bin79",2.04994286958268e-05,"a1e830e491ae554a82f3973a16b4c13c63d8a863",0.941282153626446,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Bacteria",1,"Actinobacteriota",1,"Thermoleophilia",1,"Solirubrobacterales",1,"Solirubrobacteraceae",1,"Solirubrobacter",0.941282153626446
"Bin80",9.45616233324295e-06,"ec77bf5421be4edaa9cd272e9e54a5db6c39cca7",0.936354608640989,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Bacteria",1,"Actinobacteriota",1,"Thermoleophilia",1,"Solirubrobacterales",1,"Solirubrobacteraceae",1,"Conexibacter",0.936354608640989
"Bin81",3.97698165997136e-05,"e074c15c9ff8a68ed49f2fa05c7e9f7b5d5508f5",0.923365505382061,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14","Bacteria",1,"Actinobacteriota",1,"Thermoleophilia",1,"Solirubrobacterales",0.923365505382061,"67-14",0.923365505382061,"67-14",0.923365505382061
"Bin82",0.000190470293559429,"74944d350899d06dd04b8821556523a1f8cd6962",0.930418298353439,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","Uncultured_Gaiellales","Bacteria",1,"Actinobacteriota",1,"Thermoleophilia",0.972517052587484,"Gaiellales",0.972517052587484,"uncultured",0.930418298353439,"Uncultured_Gaiellales",0.930418298353439
"Bin83",0.00026525846632194,"98aaed43b8cc867f9cf5d909bc3dbf8e04252b9d",0.921773137341694,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Uncultured_Gemmatimonadaceae","Bacteria",1,"Gemmatimonadota",1,"Gemmatimonadetes",1,"Gemmatimonadales",1,"Gemmatimonadaceae",1,"Uncultured_Gemmatimonadaceae",0.921773137341694
"Bin84",0.00365865250106033,"0042c42775400cd61e84902be5afdeae70e240e0",0.776129439689076,"Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","Bacteria",1,"Gemmatimonadota",1,"BD2-11_terrestrial_group",0.776129439689076,"BD2-11_terrestrial_group",0.776129439689076,"BD2-11_terrestrial_group",0.776129439689076,"BD2-11_terrestrial_group",0.776129439689076
"Bin85",0.000984236537226842,"80890477ca2f54df123c4eb8428dfaf41f1e7dc1",0.584098808360795,"Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","Bacteria",1,"Sumerlaeota",0.644902572882446,"Sumerlaeia",0.644902572882446,"Sumerlaeales",0.584098808360795,"Sumerlaeaceae",0.584098808360795,"Sumerlaea",0.584098808360795
"Bin86",1.47784679504676e-05,"856abc698c02bbf982301512c3ebb5604e5376d6",0.471761468679136,"Bacteria","WS1","WS1","WS1","WS1","WS1","Bacteria",1,"WS1",0.471761468679136,"WS1",0.471761468679136,"WS1",0.471761468679136,"WS1",0.471761468679136,"WS1",0.471761468679136
"Bin87",0.00521356548388044,"2e294f577fe85b0a2e40606ae536b81369d970bf",0.774266387847422,"Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22","Bacteria",1,"Acidobacteriota",1,"Subgroup_22",0.774266387847422,"Subgroup_22",0.774266387847422,"Subgroup_22",0.774266387847422,"Subgroup_22",0.774266387847422
"Bin88",0.00996448667733066,"616860b3af8544b1b48fba5008aa1887b4364ccb",0.959097439905229,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","Bacteria",1,"Acidobacteriota",1,"Thermoanaerobaculia",0.999057219538745,"Thermoanaerobaculales",0.999057219538745,"Thermoanaerobaculaceae",0.999057219538745,"Subgroup_10",0.959097439905229
"Bin89",0.000306288067024087,"bfec2203596252953bd93645c7ebff1e33bd6a8e",0.807340967133217,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella","Bacteria",1,"Acidobacteriota",1,"Blastocatellia",1,"Blastocatellales",0.814803892050059,"Blastocatellaceae",0.814803892050059,"Blastocatella",0.807340967133217
"Bin90",0.000343467865323964,"754da0301033fa9707da1ff2fc33ab2ba3363660",0.857976967480669,"Bacteria","Acidobacteriota","Subgroup_21","Subgroup_21","Subgroup_21","Subgroup_21","Bacteria",1,"Acidobacteriota",1,"Subgroup_21",0.857976967480669,"Subgroup_21",0.857976967480669,"Subgroup_21",0.857976967480669,"Subgroup_21",0.857976967480669
"Bin91",2.78313124478759e-06,"4baae2d3f7005867f043c40032960308e2645965",0.646869464451186,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Terriglobus","Bacteria",1,"Acidobacteriota",1,"Acidobacteriae",1,"Acidobacteriales",1,"Acidobacteriaceae_(Subgroup_1)",1,"Terriglobus",0.646869464451186
"Bin92",7.53307984813251e-06,"b43f3b4b6764cc46a9aa8b774039b6fa317ea448",0.869534287862603,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","Uncultured_Acidobacteriales","Bacteria",1,"Acidobacteriota",1,"Acidobacteriae",1,"Acidobacteriales",1,"uncultured",0.869534287862603,"Uncultured_Acidobacteriales",0.869534287862603
"Bin93",0.00130447784301561,"56f0c0d6386d3dc54b08a84b2ce88f542a2b2134",0.9889902187828,"Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f","PAUC26f","PAUC26f","Bacteria",1,"Acidobacteriota",1,"Acidobacteriae",1,"PAUC26f",0.9889902187828,"PAUC26f",0.9889902187828,"PAUC26f",0.9889902187828
"Bin94",2.02782148377112e-05,"2ed0d36b8dbc5778afa4e02292aef990e1249706",0.615446013348785,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_13","Subgroup_13","Subgroup_13","Bacteria",1,"Acidobacteriota",0.964597687229497,"Acidobacteriae",0.964597687229497,"Subgroup_13",0.615446013348785,"Subgroup_13",0.615446013348785,"Subgroup_13",0.615446013348785
"Bin95",0.000667571665767316,"13202fa5e173f132a1ffbee57d90e62f3afda065",0.973328741115819,"Bacteria","Acidobacteriota","Subgroup_11","Subgroup_11","Subgroup_11","Subgroup_11","Bacteria",1,"Acidobacteriota",1,"Subgroup_11",0.973328741115819,"Subgroup_11",0.973328741115819,"Subgroup_11",0.973328741115819,"Subgroup_11",0.973328741115819
"Bin96",0.00625624722997842,"16b3b8d9eefdae93a53476c04b7d3f307fa3cd92",0.586023190878415,"Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Acanthopleuribacter","Bacteria",1,"Acidobacteriota",1,"Holophagae",0.586023190878415,"Acanthopleuribacterales",0.586023190878415,"Acanthopleuribacteraceae",0.586023190878415,"Acanthopleuribacter",0.586023190878415
